Site,Topic,Polarity,Comment,Article URL
Deseret,Business,-0.0,"I know haha. She sounds bitter they left. So what are you saying Mayor? If politics wasn't the real reason then you're suggesting they had another very valid reason to finally leave the state.",https://www.deseret.com/utah/2025/04/10/sundance-used-politics-as-convenient-excuse-to-leave-utah-mayor-jenny-wilson-says/
Deseret,Business,-0.1531,"That's the thing about libs.  They will always go on and on about their stance on social issues.  They love to show fake outrage over just about anyting. But when it comes down to it, It's always,  ALWAYS about money. ",https://www.deseret.com/utah/2025/04/10/sundance-used-politics-as-convenient-excuse-to-leave-utah-mayor-jenny-wilson-says/
Deseret,Business,-0.8608,"Hold up? You said that you want Trump to negotiate lower tariff rates with Japan. I agree with that, but now you're saying we're not in agreement. What am I missing in your argument?",https://www.deseret.com/u-s-world/2025/04/07/trump-tariff-japan-prime-minister-trump-negotiation-trade-deal/
Deseret,Business,0.7717,"Trump is setting up strong long-term growth and lower tariffs with Japan. These negotiations will benefit both the U.S. and Japan.",https://www.deseret.com/u-s-world/2025/04/07/trump-tariff-japan-prime-minister-trump-negotiation-trade-deal/
Deseret,Business,-0.9619,"China owns a lot of our Federal Debt... what do we do if the demand we pay it back?Till now doing that was considered MAD (Mutual assured destruction) of your economy and their economyBut now we have declared economic war.. and are shocked that it's destroying our economy, and the world economyIf the goal was to get deals... we need to hurry and get those deals in plae before the damage is it's own thing and can't be undone with better trade deals for the USA (at some point it becomes too late)",https://www.deseret.com/u-s-world/2025/04/07/trump-tariff-japan-prime-minister-trump-negotiation-trade-deal/
Deseret,Business,0.0,"Yawn. Got faux",https://www.deseret.com/business/2025/04/09/china-donald-trump-trade-tariffs-pause-trade-war-eu-import-levies-reciprocal-tariffs/
Deseret,Business,-0.5423,"Interesting that my comment was removed when it's 100% factual. People sure do get upset when you ask them to pay for what they use and stop mooching off of other people.80% of UTA's revenue ($517 million) is paid for by people OTHER than those who use the system. That's a problem. A BIG problem. It's time that stops. It's time that we stop watching the 3 people per route bilk the taxpayer for $517 million dollars every year. It's time they start paying for their ""Fare"" share and covering the cost of what it takes to run the system. If it's too expensive, if the fare will be too expensive to be feasible then guess what?...Scrap the system and figure something else out but stop expecting honest hard working people to pay for other people's transportation needs. ",https://www.deseret.com/business/2025/04/11/uts-to-implement-significant-service-changes-heres-what-to-know/
Deseret,Business,0.4767,"Wouldn't it just be easier to not give them a political excuse?",https://www.deseret.com/utah/2025/04/10/sundance-used-politics-as-convenient-excuse-to-leave-utah-mayor-jenny-wilson-says/
Deseret,Business,0.4939,"I urge Trump to table the tariffs on the Japanese product ""Nintendo switch 2's"". It will save me a couple hundred dollars.",https://www.deseret.com/u-s-world/2025/04/07/trump-tariff-japan-prime-minister-trump-negotiation-trade-deal/
Deseret,Business,-0.2244,"lol!Man you guys are so deep into trump infatuation you no longer understand basic logic.",https://www.deseret.com/u-s-world/2025/04/07/trump-tariff-japan-prime-minister-trump-negotiation-trade-deal/
Deseret,Business,0.4926,"Jenny Wilson making some sense?  What happened and let's hope she doesn't wake up soon! ",https://www.deseret.com/utah/2025/04/10/sundance-used-politics-as-convenient-excuse-to-leave-utah-mayor-jenny-wilson-says/
Deseret,Business,0.2244,"Ha!  You missed the part about ""accelerate trade deals with the rest of the world"".Read between the lines.  It is a nice way of saying, ""Bye, bye, USA""",https://www.deseret.com/u-s-world/2025/04/07/british-prime-minister-reaction-trump-tariff-us-uk/
Deseret,Business,0.4234,"Did Trump's Liberation Day, have a master plan? According to many reports, tariffs against Canada and Mexico will stay at 25% and it's unknown (not clarified) if the additional 10% will impact them. The stock market has jumped down and back up, and economists have wondered re the impacts on the business community &amp; consumers. Some countries are still wondering re the justification for any tariff at all. And the monster tariff with China when so much trade exists between the two? It's a volatile situation that has had many explanations by principals connected to the WH. We hear that tariff's are beautiful, (by DJT) but the overall justification, for so many of them, is not really offered.",https://www.deseret.com/business/2025/04/09/china-donald-trump-trade-tariffs-pause-trade-war-eu-import-levies-reciprocal-tariffs/
Deseret,Business,0.34,"Do you ever write an innocent post that gets flagged and you can’t figure out which word is flagged by the moderators?",https://www.deseret.com/utah/2025/04/11/ballerina-farm-opens-first-stand/
Deseret,Business,0.9209,"Or you could look at the UK government website:The UK Global Tariff (UKGT) applies to all goods imported into the UK unless:the country you’re importing from has a trade agreement with the UKan exception applies, such as a relief or tariff suspensionthe goods come from developing countries covered by the Developing Countries Trading Scheme (DCTS)The US (like most countries) has many trade agreements with the UK.Trump's ""reciprocal tariffs"" are not based on actual tariffs from other countries.  They are based on trade deficits which are not a bad thing.  The WH finally admitted it.Read this article in the DNews:",https://www.deseret.com/u-s-world/2025/04/07/british-prime-minister-reaction-trump-tariff-us-uk/
Deseret,Business,0.6124,"I still can't believe big companies, like Apple, donated $1M to his inauguration. I mean Tim Cook, of all people, donated to 🍊. It's like Harry Potter donating to Voldemort.",https://www.deseret.com/business/2025/04/09/china-donald-trump-trade-tariffs-pause-trade-war-eu-import-levies-reciprocal-tariffs/
Deseret,Business,0.2732,"Of course, it’s political. Redford was involved. Plus, in a recent study, Colorado was rated as the least, God-fearing state in the Union. Oh well.",https://www.deseret.com/utah/2025/04/10/sundance-used-politics-as-convenient-excuse-to-leave-utah-mayor-jenny-wilson-says/
Deseret,Business,0.0,"Be Cool...taffis only 145 percent to China. Will it get ""yippee""?",https://www.deseret.com/business/2025/04/09/china-donald-trump-trade-tariffs-pause-trade-war-eu-import-levies-reciprocal-tariffs/
Deseret,Business,0.8268,"Japanese companies have invested $783 billion in the United States. Did the 25% Trump tariff calculation even consider these facts?  Japan didn't need a Trump tariff to be motivated in long-term growth in the US economy.   #1 employer in US manufacturing for 16 consecutive years!",https://www.deseret.com/u-s-world/2025/04/07/trump-tariff-japan-prime-minister-trump-negotiation-trade-deal/
Deseret,Business,0.2382,"This is a good idea but needs to be taken further: all roads in Utah need to charge tolls that reflect the cost to build and maintain them. These can be reduced by an amount commensurate with the ~1/3 of UDOT's funding that comes from the gas tax for state-maintained highways only.",https://www.deseret.com/business/2025/04/11/uts-to-implement-significant-service-changes-heres-what-to-know/
Deseret,Business,0.81,"The only significant change I care about is that UTA stops sucking taxpayer money up. $517 million tax dollars goes into shuttling about 3 people per route around the state. That needs to change, Users should bare at least 90% of the cost of public transit. Well, they should bare 100% of the cost but I'm trying to be kind. ",https://www.deseret.com/business/2025/04/11/uts-to-implement-significant-service-changes-heres-what-to-know/
Deseret,Business,0.0505,"In the short term we could have a worldwide recession or depression.And if you have an MBA, you clearly did not pay attention during your economics classes. ",https://www.deseret.com/business/2025/04/09/china-donald-trump-trade-tariffs-pause-trade-war-eu-import-levies-reciprocal-tariffs/
Deseret,Business,-0.2755,"I couldn't agree with Mayor Wilson any more than I do on THIS article.   She is spot on IMO",https://www.deseret.com/utah/2025/04/10/sundance-used-politics-as-convenient-excuse-to-leave-utah-mayor-jenny-wilson-says/
Deseret,Business,0.3182,"is the dnews the new pr arm of ballerina farms - they sure write a lot of publicity for it.",https://www.deseret.com/utah/2025/04/11/ballerina-farm-opens-first-stand/
Deseret,Business,0.4667,"There is another aspect to Trump's apparently erratic behavior is that clever investors who buy low and sell high will be able to profit from the instability of the money markets. Always lurking behind Trump's low information base is a clever schemer that Trump is in cahoots with.Don't underestimate billionaires who are like lion tamers. They're still dealing with a wild animal, but they know how to get their lion Trump to do tricks for the audience without getting mauled themselves.",https://www.deseret.com/business/2025/04/09/china-donald-trump-trade-tariffs-pause-trade-war-eu-import-levies-reciprocal-tariffs/
Deseret,Business,0.7205,"A response to China’s bad acts and their desire to dethrone us as The World Power is justified.  Why not ban all trade with China? Every dollar we give them will allow them to build up their economy and military to challenge us in the future.",https://www.deseret.com/business/2025/04/09/china-donald-trump-trade-tariffs-pause-trade-war-eu-import-levies-reciprocal-tariffs/
Deseret,Business,0.5267,"The tariffs and trade agreements just need to finally be fair for both sides.  It’s all been one sided against the US for way too long - especially with China.  ",https://www.deseret.com/u-s-world/2025/04/07/trump-tariff-japan-prime-minister-trump-negotiation-trade-deal/
Deseret,Business,0.0,"So why would it be politics?  Colorado is about to make a law that will take away parental custody if parents don't refer to their children by their preferred name or their preferred pronoun.Come back to Utah.  We are more progressive.",https://www.deseret.com/utah/2025/04/10/sundance-used-politics-as-convenient-excuse-to-leave-utah-mayor-jenny-wilson-says/
Deseret,Business,0.8519,"Why the fuss over Sundance moving? Festivals come and go. The powers that be can start a new better version of Sundance that includes real independent film makers... if they want to. Pick a name from something local to Utah... and build around it to showcase it to the rest of the country. The void that the owners of Sundance created, will be filled by other opportunities. ",https://www.deseret.com/utah/2025/04/10/sundance-used-politics-as-convenient-excuse-to-leave-utah-mayor-jenny-wilson-says/
Deseret,Business,0.7351,"My question is, why didn't UTA run a trax line along the Bangerter corridor?  Would have been a great way to serve the people that would actually use Trax.  They really ought to put a line along Mtn. View as well.",https://www.deseret.com/business/2025/04/11/uts-to-implement-significant-service-changes-heres-what-to-know/
Deseret,Business,0.4389,"Cancer has always been good business. Starting in 2021 it became great business. Oncologists everywhere are licking their proverbial chops!",https://www.deseret.com/utah/2025/04/09/ground-officially-broken-for-utah-countys-future-huntsman-cancer-institute-location/
Deseret,Business,0.0772,"Maybe next time don't make politics such a convenient excuse. ",https://www.deseret.com/utah/2025/04/10/sundance-used-politics-as-convenient-excuse-to-leave-utah-mayor-jenny-wilson-says/
Deseret,Business,-0.5891,"I paid enough attention to graduate with a 3.95 GPA and lift myself completely out of debt and retire comfortably.I made “long term” financial investments and decisions which paid off handsomely.Now I am helping my children do the same and getting them out of debt.  They are getting very close. How about you?  Did you pay attention in class?",https://www.deseret.com/business/2025/04/09/china-donald-trump-trade-tariffs-pause-trade-war-eu-import-levies-reciprocal-tariffs/
Deseret,Business,0.6705,"Who cares?  I give them about 5 years and they will be back.  Just like Outdoor Retailers, which cooincidentaly was also about politics.  ",https://www.deseret.com/utah/2025/04/10/sundance-used-politics-as-convenient-excuse-to-leave-utah-mayor-jenny-wilson-says/
Deseret,Business,0.7042,"""Poof its done"".....call trump and let him know you solved it and it was so easy.",https://www.deseret.com/business/2025/04/09/china-donald-trump-trade-tariffs-pause-trade-war-eu-import-levies-reciprocal-tariffs/
Deseret,Business,0.7964,"The reason that the Founders gave Congress the power to raise taxes is so that taxes would not be raised on a whim, taxes would only be raised after a whole lot of people talked about it and weighed the relative merits and consequences.Instead of being done on a whim like it is being done right now.(Geez, I have not even had breakfast and I am a better constitutionalist than Mike Lee and I am not even breaking a sweat.)",https://www.deseret.com/business/2025/04/09/china-donald-trump-trade-tariffs-pause-trade-war-eu-import-levies-reciprocal-tariffs/
Deseret,Business,-0.296,"I think that's the plan to get Japan's tariffs and barriers lower.",https://www.deseret.com/u-s-world/2025/04/07/trump-tariff-japan-prime-minister-trump-negotiation-trade-deal/
Deseret,Business,0.4486,"Agree. I can do w/o annual visits from DiCrapio and that lot. Nor will I miss the local media fawning over these celebutards.",https://www.deseret.com/utah/2025/04/10/sundance-used-politics-as-convenient-excuse-to-leave-utah-mayor-jenny-wilson-says/
Deseret,Business,-0.5267,"Americans already regret voting for Trumpflation. Trump did not and will not do what he promised. He is going to give billionaires more money and stick the middle class and the poor with the bill. Typical Republican way of doing business.",https://www.deseret.com/business/2025/04/09/china-donald-trump-trade-tariffs-pause-trade-war-eu-import-levies-reciprocal-tariffs/
Deseret,Business,-0.4404,"England is a failed state led by an out of touch tyrant. Imagine being sent to jail for speech, which happened recently to 1,500 English who criticized their government regarding immigration on social media. Biden and Trump have both been tyrannical on speech but nothing near to the heavy handed British. ",https://www.deseret.com/u-s-world/2025/04/07/british-prime-minister-reaction-trump-tariff-us-uk/
Deseret,Business,-0.8251,"Imagine a population so uneducated and ignorant that a person can threaten to do something incredibly stupid and then take it back and people think he is some sort of genius. ",https://www.deseret.com/business/2025/04/09/china-donald-trump-trade-tariffs-pause-trade-war-eu-import-levies-reciprocal-tariffs/
Deseret,Business,-0.4019,"Democrats lose again.  ",https://www.deseret.com/business/2025/04/09/china-donald-trump-trade-tariffs-pause-trade-war-eu-import-levies-reciprocal-tariffs/
Deseret,Business,0.1593,"LOL! Look whose calling the kettle black. The leftist don't even use facts, it's all about emotions and fear.",https://www.deseret.com/u-s-world/2025/04/07/trump-tariff-japan-prime-minister-trump-negotiation-trade-deal/
Deseret,Business,-0.8117,"Sorry lib - much to your dismay - the stock markets soared today!  So sad for your side. ",https://www.deseret.com/business/2025/04/09/china-donald-trump-trade-tariffs-pause-trade-war-eu-import-levies-reciprocal-tariffs/
Deseret,Business,-0.5587,"UDOT sucks up $3500 million of taxpayer money every year, and road users don't bear the costs. And local government road budgets suck up another roughly $2000 million per year and again aren't borne by the users. The accounting is complicated because of the ways one level of government counts 'revenue' from another level of government, but overall, nationwide, less than half of the cost of roads is borne by users via gas taxes, fees, etc. To make users actually pay for the overall cost of roads, or even your ""90%,"" we'd have to increase the gas tax by over a dollar per gallon.The reason there aren't profitable private rail transit companies in Utah is because we've poured literally hundreds of billions of dollars of taxpayer money into subsidizing private automobile transit here. You can go back 75ish years to the court cases when Utah's private passenger rail companies went to courts asking to be permitted to cease operations and dissolve, and see that highway subsidies were the reason.It's completely nonsensical to think it makes sense to spend public money on roads but not on other forms of transit. If we're spending any public money on transportation, it makes sense to spend some of it on forms that have less congestion impact than adding more cars to the highway system, as well as address the needs of the portion of the public who can't drive or who prefer not to.Moral of the story: we live in a society, no man is an island, and UTA is OK.",https://www.deseret.com/business/2025/04/11/uts-to-implement-significant-service-changes-heres-what-to-know/
Deseret,Business,-0.7906,"The fake tariff war is pure MAGA.",https://www.deseret.com/business/2025/04/09/china-donald-trump-trade-tariffs-pause-trade-war-eu-import-levies-reciprocal-tariffs/
Deseret,Business,-0.1531,"Maybe I missed something,  but I'm not aware of any official statement from the Sundance Institute that the political climate in Utah had any bearing on the decision to leave.  All I have seen has been third party speculation, but nothing from the Institute itself.As noted in the article, the Institute has has money troubles and rapid turnover in top management in recent years.   This is a financial decision by an organization in turmoil, nothing more.  All else is conjecture.   I have enjoyed the festival immensely (over 500 films in nearly 40 years) and am heartbroken to see them go, but don't read too much into the move.",https://www.deseret.com/utah/2025/04/10/sundance-used-politics-as-convenient-excuse-to-leave-utah-mayor-jenny-wilson-says/
Deseret,Business,0.743,"And now you dedicate your life to commenting in favor of Trump. What a fantastic retirement you must live.",https://www.deseret.com/business/2025/04/09/china-donald-trump-trade-tariffs-pause-trade-war-eu-import-levies-reciprocal-tariffs/
Deseret,Business,-0.1416,"Cute, but you're not agreeing with me.  You're not thinking. ",https://www.deseret.com/u-s-world/2025/04/07/trump-tariff-japan-prime-minister-trump-negotiation-trade-deal/
Deseret,Business,0.5423,"that microtransit sounds grand...kinda wish they made UTA free to poorer people too...",https://www.deseret.com/business/2025/04/11/uts-to-implement-significant-service-changes-heres-what-to-know/
Deseret,Business,-0.989,"Denver's crime rates remain higher than the national average, particularly for property crimes like theft and auto theft, with some areas experiencing higher crime rates than others Has a high cost of living, particularly for housing, and challenges with altitude adjustment for some. The city also faces issues with crime rates, traffic congestion, and potential for severe weather like droughts and wildfires. Long commute times worse than SLC-.Denver is ranked as one of the worst cities for driving. Trails and parks are overcrowded. The crime rate in Denver is pretty high, with a rate of 67 crimes per 1,000 residents. It's also among the highest in the nation compared to both large cities and small towns. One has a 1 in 17 chance of becoming the victim of either a property or violent crime, and over 97 percent of the other communities in Colorado have lower crime rates. Boulder has a high cost of living, especially for housing, and a potential lack of diversity in its population, as well as a tendency towards far left-leaning politics (in other words lack of diversity in politics). Boulder faces higher climate change risks like drought, heat, and fire. drought, heat, and wildfires, with a high percentage of buildings at risk of these hazards. Boulder's nightlife scene is not as vibrant or extensive as other larger cities, with many businesses closing relatively early. Homelessness is somewhat of an issue in Boulder too due to high cost of living there. ",https://www.deseret.com/utah/2025/04/10/sundance-used-politics-as-convenient-excuse-to-leave-utah-mayor-jenny-wilson-says/
Deseret,Business,0.0,"It will be news when they startgrowing for the cannabis industry.....",https://www.deseret.com/utah/2025/04/11/ballerina-farm-opens-first-stand/
Deseret,Business,0.6154,"Yah... just give them whatever they want.   That solves all problems.The Outdoor Retailers wanted our Governor gone... just give it to themTHey wanted us to change our policy on land in Utah... just give it to themThey wanted to control our government... just give it to themGive them ANYTHING they want... just don't let them leave us!!!Just give them anything they want to keep them herePathetic",https://www.deseret.com/utah/2025/04/10/sundance-used-politics-as-convenient-excuse-to-leave-utah-mayor-jenny-wilson-says/
Deseret,Business,0.6705,"Now I can see how Trump bankrupted casinos. He has a special talent for breaking things.",https://www.deseret.com/u-s-world/2025/04/07/trump-tariff-japan-prime-minister-trump-negotiation-trade-deal/
Deseret,Business,0.4588,"For the first time since the 1940s America is resetting the trade practices which will benefit America. Don't tell that to the lefties who prefer for America to keep paying trade deficits such as the 2024 $1.2 trillion.",https://www.deseret.com/business/2025/04/09/china-donald-trump-trade-tariffs-pause-trade-war-eu-import-levies-reciprocal-tariffs/
Deseret,Business,0.3169,"No thanks.  Just happy to educate you. ",https://www.deseret.com/u-s-world/2025/04/07/trump-tariff-japan-prime-minister-trump-negotiation-trade-deal/
Deseret,Business,0.0,"“MY POLICIES WILL NEVER CHANGE.”— Emperor Felonious Chaotica, April 2025",https://www.deseret.com/business/2025/04/09/china-donald-trump-trade-tariffs-pause-trade-war-eu-import-levies-reciprocal-tariffs/
Deseret,Business,0.9125,"The UK gave Trump its answer in the article,<blockquote>“But we are also going to work with our key partners to reduce barriers to trade across the globe, to accelerate trade deals with the rest of the world, and champion the cause of free and open trade right across the globe.”</blockquote>In other words, the UK will play along with Trump for now but will look for better trading partners in the future (and will find them).You call that winning???  How naive.",https://www.deseret.com/u-s-world/2025/04/07/british-prime-minister-reaction-trump-tariff-us-uk/
Deseret,Business,-0.4528,"The Biden Admin KEPT in place all the Tariffs Trump put in place in his first term....  Any Democrats know why (IF Tariffs are the devil)??I'd really like to hear a Democrats logic for why they kept them al in place if they are evil.",https://www.deseret.com/u-s-world/2025/04/07/trump-tariff-japan-prime-minister-trump-negotiation-trade-deal/
Deseret,Business,0.0,"Instead of Federal Courts can have Trump Regency Courts to rule the peasants?",https://www.deseret.com/business/2025/04/09/china-donald-trump-trade-tariffs-pause-trade-war-eu-import-levies-reciprocal-tariffs/
Deseret,Business,0.0,"Trump folded. Typical ",https://www.deseret.com/business/2025/04/09/china-donald-trump-trade-tariffs-pause-trade-war-eu-import-levies-reciprocal-tariffs/
Deseret,Business,0.6588,"Here’s some great news that (of course) is not being reported by DN!The US House of Representatives passed a bill today called “The No Rogue Rulings act” to limit “rogue” federal district judges' ability to affect Trump administration policies on a national scale.The No Rogue Rulings Act, led by Rep. Darrell Issa, R-Calif., passed the US House and limits district courts' power to issue U.S.-wide injunctions, instead forcing them to focus their scope on the parties directly affected. ",https://www.deseret.com/business/2025/04/09/china-donald-trump-trade-tariffs-pause-trade-war-eu-import-levies-reciprocal-tariffs/
Deseret,Business,-0.1027,"Don’t worry about the media it’s like out of control",https://www.deseret.com/utah/2025/04/11/ballerina-farm-opens-first-stand/
Deseret,Business,-0.2263,"If they want to avoid tariffs they have to invest and build everything in the US.  That's what Trump wants.   He thinks they need to do more.  I would rather have Honda build another factory in America vs see another temple get built.  ",https://www.deseret.com/u-s-world/2025/04/07/trump-tariff-japan-prime-minister-trump-negotiation-trade-deal/
Deseret,Business,-0.3802,"The main impediment to US imports to Japan is currency manipulation by the Bank of Japan (the equivalent of the US Federal Reserve Bank) not tariffs. Treasury Secretary Bessent, and USTR Jamieson Greer know this. They will need to get some assurance that Japan will stop doing this. ",https://www.deseret.com/u-s-world/2025/04/07/trump-tariff-japan-prime-minister-trump-negotiation-trade-deal/
Deseret,Business,0.4767,"All due respect, Prime Minister Shigeru Ishiba, needs to study up on narcissism, before talks with Mr Trump. ",https://www.deseret.com/u-s-world/2025/04/07/trump-tariff-japan-prime-minister-trump-negotiation-trade-deal/
Deseret,Business,0.5267,"Teh Penquins are winning. ",https://www.deseret.com/business/2025/04/09/china-donald-trump-trade-tariffs-pause-trade-war-eu-import-levies-reciprocal-tariffs/
Deseret,Business,0.0,"Apple know how to Trump whisper.",https://www.deseret.com/business/2025/04/09/china-donald-trump-trade-tariffs-pause-trade-war-eu-import-levies-reciprocal-tariffs/
Deseret,Business,-0.6249,"When the rest of the globe can’t count on the American economy, the dollar is weak. The fact that Trump got elected a second time means the world can no longer count on America. ",https://www.deseret.com/business/2025/04/09/china-donald-trump-trade-tariffs-pause-trade-war-eu-import-levies-reciprocal-tariffs/
Deseret,Business,-0.3818,"You literally have no idea at all about what happened in England. Please do some more research before you talk absolute nonsense ",https://www.deseret.com/u-s-world/2025/04/07/british-prime-minister-reaction-trump-tariff-us-uk/
Deseret,Business,0.8555,"Slumdance will fit in ultra liberal Colorado.  Amazing to me how film makers, for the most part espouse ultra liberal causes.  Perhaps that's why their popularity isn't what it once was.",https://www.deseret.com/utah/2025/04/10/sundance-used-politics-as-convenient-excuse-to-leave-utah-mayor-jenny-wilson-says/
Deseret,Business,0.0,"Or...Frodo donating to Saruman.",https://www.deseret.com/business/2025/04/09/china-donald-trump-trade-tariffs-pause-trade-war-eu-import-levies-reciprocal-tariffs/
Deseret,Business,0.0,"As soon as I see a TRAX train pulling a Walmart trailer, I'm with you.That dog don't hunt. Where do you think motor fuel tax revenue goes?",https://www.deseret.com/business/2025/04/11/uts-to-implement-significant-service-changes-heres-what-to-know/
Deseret,Business,0.0,"I paid a lot more in federal income taxes last year than Tesla, Pfizer, 3M, and General Electric did.",https://www.deseret.com/business/2025/04/09/china-donald-trump-trade-tariffs-pause-trade-war-eu-import-levies-reciprocal-tariffs/
Deseret,Business,-0.6124,"Latest Quinnipac Polls are out, and one question is about the tariffs.Voters More Than 3 To 1 See Trump's Tariffs Hurting U.S. Economy In The Short-TermMAGA is about 35% of voters, so that means he does has lost about a third of MAGA . ",https://www.deseret.com/business/2025/04/09/china-donald-trump-trade-tariffs-pause-trade-war-eu-import-levies-reciprocal-tariffs/
Deseret,Business,0.6249,"Great comment.",https://www.deseret.com/business/2025/04/09/china-donald-trump-trade-tariffs-pause-trade-war-eu-import-levies-reciprocal-tariffs/
Deseret,Business,0.0752,"“In the short term” is the key phrase.What about “in the long term”?Going to college to get an MBA hurt me economically “in the short term” but not “in the long term”.Much to your dismay, MAGA is doing fantastic! ",https://www.deseret.com/business/2025/04/09/china-donald-trump-trade-tariffs-pause-trade-war-eu-import-levies-reciprocal-tariffs/
Deseret,Business,-0.4767,"Ballerina Fake",https://www.deseret.com/utah/2025/04/11/ballerina-farm-opens-first-stand/
Deseret,Business,0.3818,"IOW Trump is accepting bribes.",https://www.deseret.com/u-s-world/2025/04/07/trump-tariff-japan-prime-minister-trump-negotiation-trade-deal/
Deseret,Business,0.0,"Here's a change: Charge a fare that reflects the ACTUAL cost of the service. That would wake us all up.UTA is the most expensive way to get around, masked by the pittance they charge at the farebox. ",https://www.deseret.com/business/2025/04/11/uts-to-implement-significant-service-changes-heres-what-to-know/
Deseret,Business,0.3232,"These negotiations should be very simple.   Agree to drop all tariffs on US products and we will agree to drop all tariffs on your products.IF a nation wants to keep THEIR tariffs on products from America. there's no deal and our tariffs to into affect.They can negotiate to get the tariffs LOWER by promising to lower theirs, or help with border security, or military agreements.    Anything could be used to get us to change our tariffs.   but they have to give something too",https://www.deseret.com/u-s-world/2025/04/07/trump-tariff-japan-prime-minister-trump-negotiation-trade-deal/
Deseret,Business,0.7964,"There are at least ten notable film festivals already in the state. Perhaps the Helper Film Festival will fill the void. Or, Tower Cinema.",https://www.deseret.com/utah/2025/04/10/sundance-used-politics-as-convenient-excuse-to-leave-utah-mayor-jenny-wilson-says/
Deseret,Business,-0.5618,"What do you think will happen in the short and long term if we don't level the playing field across the world? If you give $5 and receive $1 back, eventually you will run out of money no matter how hard you work, The only people who complain are those who don't pay taxes. Do you fall into that category?",https://www.deseret.com/business/2025/04/09/china-donald-trump-trade-tariffs-pause-trade-war-eu-import-levies-reciprocal-tariffs/
Deseret,Business,-0.4981,"Nasdaq on Trump's Inauguration Day, Jan. 20, 2025 = 19,630.20 points.Nasdaq this evening, April 9, 2025 = 17,124.97 points.2505.23 points LOWER than when Biden left office!",https://www.deseret.com/business/2025/04/09/china-donald-trump-trade-tariffs-pause-trade-war-eu-import-levies-reciprocal-tariffs/
Deseret,Business,0.408,"Far too little PANIC in that take on the situation.Don't panic and move forward with something new (and maybe even better) sounds WAY too boring when compared with all the fear and panic inspired comments.Just my opinion.This is also boring, but I'm thinking people are still going to go to the bars and restaurants in Park City and Salt Lake City that week.   Just DIFFERENT people.   Like local people instead of Hollywood people.  And skiers who want to eat or drink instead of movie goers looking for a meal or a drink.There may be a FEW empty tables that week... but not many I bet.   People still like to go out (even if film goers aren't here that week)",https://www.deseret.com/utah/2025/04/10/sundance-used-politics-as-convenient-excuse-to-leave-utah-mayor-jenny-wilson-says/
Deseret,Business,0.296,"Sorry lib - this is what democracy - not dictatorship - looks like.  ",https://www.deseret.com/business/2025/04/09/china-donald-trump-trade-tariffs-pause-trade-war-eu-import-levies-reciprocal-tariffs/
Deseret,Business,0.4926,"Funny comment coming from a MAGA Republican Ron! ",https://www.deseret.com/utah/2025/04/10/sundance-used-politics-as-convenient-excuse-to-leave-utah-mayor-jenny-wilson-says/
Deseret,Business,0.0,"Has they never built I15, we would probably have an extensive subway system.",https://www.deseret.com/business/2025/04/11/uts-to-implement-significant-service-changes-heres-what-to-know/
